name,platform,year,genre,publisher,north_america_sales,europe_sales,japan_sales,global_sales
Ben 10 Ultimate Alien: Cosmic Destruction,X360,2010.0,Platform,D3Publisher,0.1,0.06,0.0,0.18
Gauntlet: Seven Sorrows,XB,2005.0,Role-Playing,Midway Games,0.14,0.04,0.0,0.18
FIFA Soccer 07,GC,2006.0,Sports,Electronic Arts,0.14,0.04,0.0,0.18
SimCity Societies,PC,2007.0,Simulation,Electronic Arts,0.0,0.02,0.0,0.02
Mickey's Speedway USA,N64,2000.0,Racing,Nintendo,0.37,0.08,0.14,0.6
Nostalgia,DS,2008.0,Role-Playing,Tecmo Koei,0.16,0.0,0.02,0.19
Virtua Fighter 2,SAT,1995.0,Fighting,Sega,0.34,0.26,1.3,1.93
Worldwide Soccer Manager 2006,PC,2004.0,Sports,Sega,0.0,0.01,0.0,0.02
Momotarou Dentetsu 15,PS2,2005.0,Misc,Hudson Soft,0.0,0.0,0.22,0.22
Iron Man,X360,2008.0,Action,Sega,0.27,0.24,0.0,0.57
Konjiki no Gashbell!! Makai no Bookmark,GBA,2004.0,Adventure,Banpresto,0.0,0.0,0.25,0.26
Alan Wake,X360,2010.0,Action,Microsoft Game Studios,0.66,0.51,0.05,1.35
XS Airboat Racing,PS,2002.0,Racing,XS Games,0.13,0.09,0.0,0.24
One Piece Unlimited Cruise 2: Awakening of a Hero,Wii,2009.0,Action,Namco Bandai Games,0.0,0.1,0.17,0.29
MorphX,X360,2010.0,Shooter,505 Games,0.05,0.0,0.0,0.05
FIFA Soccer 10,PS2,2009.0,Sports,Electronic Arts,0.23,0.24,0.0,1.7
Trivial Pursuit,PS3,2009.0,Misc,Electronic Arts,0.12,0.12,0.0,0.29
Shining Wind,PS2,2007.0,Role-Playing,Sega,0.0,0.0,0.13,0.13
Crash Bandicoot 3: Warped,PS,1998.0,Platform,Sony Computer Entertainment,3.68,1.75,1.42,7.13
Banjo-Pilot,GBA,2005.0,Racing,THQ,0.07,0.03,0.0,0.1
Destroy All Humans! Path of the Furon,PS3,2009.0,Action,THQ,0.0,0.08,0.0,0.09
Major League Baseball 2K6,X360,2006.0,Sports,Spike,0.34,0.0,0.0,0.37
Captain Tsubasa: New Kick Off,DS,2010.0,Sports,Konami Digital Entertainment,0.0,0.02,0.06,0.08
2 Games in 1: SpongeBob SquarePants: SuperSponge & Rugrats Go Wild,GBA,2005.0,Platform,THQ,0.33,0.12,0.0,0.45
Freedom Fighters,PS2,2003.0,Shooter,Electronic Arts,0.25,0.2,0.0,0.52
Disney's Home on the Range,GBA,2004.0,Action,Disney Interactive Studios,0.12,0.04,0.0,0.17
Zoo Vet: Endangered Animals,DS,2008.0,Simulation,505 Games,0.03,0.0,0.0,0.03
Naruto: Ninja Destiny,DS,2006.0,Fighting,Namco Bandai Games,0.02,0.01,0.16,0.19
Dokapon Kingdom,Wii,2008.0,Role-Playing,Sting,0.12,0.0,0.0,0.13
Sid Meier's Civilization Revolution,X360,2008.0,Strategy,Take-Two Interactive,0.58,0.17,0.0,0.83
Mortal Kombat vs. DC Universe,X360,2008.0,Fighting,Midway Games,1.53,0.24,0.0,1.93
Dinosaur King,DS,2007.0,Strategy,Sega,0.2,0.0,0.0,0.23
Prinny: Can I Really Be the Hero?,PSP,2008.0,Platform,Tecmo Koei,0.02,0.01,0.05,0.09
High School Musical: Sing It!,Wii,2007.0,Misc,Disney Interactive Studios,1.16,0.45,0.0,1.77
Fire Emblem: Seisen no Keifu,SNES,1996.0,Strategy,Nintendo,0.0,0.0,0.58,0.58
Tom Clancy's Rainbow Six: Vegas,X360,2006.0,Shooter,Ubisoft,1.09,0.65,0.02,1.96
Brave Story: New Traveller (jp sales),PSP,2006.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.05,0.05
Wordmaster,DS,2008.0,Strategy,Zoo Digital Publishing,0.09,0.0,0.0,0.09
Cabela's Big Game Hunter (2008),X360,2007.0,Sports,Activision Value,0.06,0.0,0.0,0.06
Championship Manager 3,PC,2003.0,Sports,Eidos Interactive,0.0,0.93,0.0,1.01
Metroid II: Return of Samus,GB,1991.0,Adventure,Nintendo,0.85,0.31,0.56,1.76
BeatMania IIDX 3rd Style,PS2,2000.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.05,0.05
Madagascar: Escape 2 Africa,X360,2008.0,Action,Activision,0.12,0.1,0.0,0.25
NASCAR Heat 2002,XB,2001.0,Racing,Infogrames,0.15,0.04,0.0,0.2
Final Fantasy II,WS,2001.0,Role-Playing,SquareSoft,0.0,0.0,0.25,0.25
Mugen no Frontier: Super Robot Taisen OG Saga EXCEED,DS,2010.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.12,0.12
The Punisher,PS2,2005.0,Action,THQ,0.25,0.2,0.0,0.52
Pokemon Card GB2: Here Comes Team GR!,GB,2001.0,Strategy,Nintendo,0.0,0.0,0.89,0.89
World Fantasista,PS2,2002.0,Sports,SquareSoft,0.0,0.0,0.05,0.05
Myst,PS,1995.0,Adventure,Psygnosis,0.0,0.0,0.07,0.07
SimCity,SNES,1991.0,Simulation,Nintendo,0.93,0.27,0.75,1.98
Egg Mania: Eggstreme Madness,GC,2002.0,Puzzle,Kemco,0.01,0.0,0.0,0.01
Classic Dungeon: Fuyoku no Masoujin,PSP,2010.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.03,0.03
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui,PSP,2008.0,Strategy,Namco Bandai Games,0.0,0.0,0.16,0.16
Shellshock,PS,1995.0,Action,Core Design Ltd.,0.06,0.04,0.0,0.1
300: March to Glory,PSP,2007.0,Action,Warner Bros. Interactive Entertainment,0.27,0.08,0.0,0.41
Astro Boy,PS2,2004.0,Action,Sega,0.04,0.03,0.0,0.09
Futurama,XB,2003.0,Platform,SCi,0.03,0.01,0.0,0.05
SingStar Legends,PS2,2006.0,Misc,Sony Computer Entertainment,0.12,0.75,0.0,1.1
Shinseiki Evangelion: Battle Orchestra,PS2,2007.0,Fighting,Broccoli,0.0,0.0,0.02,0.02
FaceBreaker,PS3,2008.0,Fighting,Electronic Arts,0.13,0.03,0.0,0.17
FIFA Soccer 09,PC,2008.0,Sports,Electronic Arts,0.0,0.02,0.0,0.02
All-Star Baseball 2002,GC,2001.0,Sports,Acclaim Entertainment,0.17,0.04,0.0,0.22
Gundam Battle Universe,PSP,2008.0,Fighting,Namco Bandai Games,0.0,0.0,0.26,0.26
Dogz,GBA,2004.0,Simulation,Ubisoft,0.45,0.17,0.0,0.63
Rapala Pro Fishing,XB,2004.0,Sports,Zoo Digital Publishing,0.12,0.03,0.0,0.16
Mega Man Zero 2,GBA,2003.0,Platform,Capcom,0.18,0.07,0.17,0.43
College Hoops 2K8,PS2,2007.0,Sports,Take-Two Interactive,0.17,0.13,0.0,0.35
Ultimate Fighting Championship,PS,2000.0,Fighting,Ubisoft,0.14,0.09,0.0,0.25
Tomb Raider III: Adventures of Lara Croft,PC,1998.0,Action,Eidos Interactive,0.59,0.03,0.0,0.62
Battlefield: Bad Company 2,X360,2010.0,Shooter,Electronic Arts,2.09,1.02,0.04,3.48
SingStar Pop Edition,PS3,2009.0,Misc,Sony Computer Entertainment,0.0,0.19,0.0,0.23
Trivial Pursuit,X360,2009.0,Misc,Electronic Arts,0.12,0.21,0.0,0.37
Hot Shots Golf: Open Tee,PSP,2004.0,Sports,Sony Computer Entertainment,0.5,0.5,0.63,1.96
Darkstone,PS,2001.0,Role-Playing,Electronic Arts,0.37,0.25,0.0,0.66
NBA 2K10,PS3,2009.0,Sports,Take-Two Interactive,0.75,0.01,0.01,0.84
Backyard Baseball '09,DS,2008.0,Sports,Atari,0.12,0.0,0.0,0.13
MAPLUS: Portable Navi 3,PSP,2009.0,Misc,Edia,0.0,0.0,0.02,0.02
Spitfire Heroes: Tales of the Royal Air Force,DS,2008.0,Simulation,Destineer,0.05,0.0,0.0,0.05
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe,DS,2009.0,Misc,Rocket Company,0.0,0.0,0.06,0.06
Space Camp,DS,2009.0,Action,Activision,0.14,0.0,0.0,0.16
Saban's Power Rangers: Lightspeed Rescue,N64,2000.0,Action,THQ,0.29,0.06,0.0,0.36
Ultimate Muscle - The Kinnikuman Legacy: The Path of the Superhero,GBA,2002.0,Fighting,Banpresto,0.05,0.02,0.03,0.1
Harry Potter and the Order of the Phoenix,Wii,2007.0,Action,Electronic Arts,0.38,0.06,0.0,0.49
Momu-chan Diet Wii: Figurobics by Chon Dayon,Wii,2010.0,Misc,Hudson Soft,0.0,0.0,0.09,0.09
Crash Bandicoot: The Wrath of Cortex,XB,2002.0,Platform,Universal Interactive,0.59,0.57,0.0,1.23
Desktop Tower Defense,DS,2009.0,Strategy,THQ,0.11,0.0,0.0,0.11
City Crisis,PS2,2001.0,Simulation,Take-Two Interactive,0.06,0.05,0.0,0.13
Backyard NFL Football,GBA,2002.0,Sports,Infogrames,0.4,0.15,0.0,0.56
Syphon Filter: Dark Mirror,PSP,2006.0,Shooter,Sony Computer Entertainment,0.26,0.01,0.0,0.29
Imagine: Movie Star,DS,2008.0,Simulation,Ubisoft,0.31,0.0,0.0,0.34
Mobile Suit Gundam Side Story III: Sabakareshi Mono,SAT,1997.0,Shooter,Namco Bandai Games,0.0,0.0,0.15,0.15
Guilty Gear,PS,1998.0,Fighting,Virgin Interactive,0.03,0.02,0.07,0.14
Daniel X: The Ultimate Power,DS,2010.0,Action,THQ,0.07,0.0,0.0,0.08
The Fairly Odd Parents: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,,0.31,0.11,0.0,0.43
The Legend of Zelda: The Wind Waker,GC,2002.0,Action,Nintendo,2.6,0.99,0.89,4.6
WWE SmackDown! Here Comes the Pain,PS2,2003.0,Fighting,THQ,1.32,1.06,0.04,2.8
Zapper: One Wicked Cricket!,GBA,2002.0,Platform,Infogrames,0.1,0.04,0.0,0.14
World Poker Tour,PS2,2005.0,Misc,Take-Two Interactive,0.1,0.08,0.0,0.21
GoldenEye: Rogue Agent,DS,2005.0,Shooter,Electronic Arts,0.1,0.0,0.0,0.11
Super Mario Bros.,GB,1999.0,Platform,Nintendo,3.4,1.3,0.15,5.07
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PSP,2007.0,Action,Activision,0.23,0.27,0.0,0.66
Magic Pengel: The Quest for Color,PS2,2002.0,Role-Playing,Taito,0.04,0.03,0.0,0.07
Dance Dance Revolution Universe,X360,2007.0,Simulation,Konami Digital Entertainment,0.3,0.0,0.0,0.32
Power Rangers: Ninja Storm,GBA,2003.0,Misc,THQ,0.24,0.09,0.0,0.33
NHL Powerplay '96,PS,1996.0,Sports,Virgin Interactive,0.06,0.04,0.0,0.12
Marvel Super Hero Squad: The Infinity Gauntlet,X360,2010.0,Action,THQ,0.12,0.02,0.0,0.15
Shounen Sunday x Shounen Magazine: Nettou! Dream Nine,DS,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.07
Top Gun,DS,2006.0,Simulation,505 Games,0.04,0.0,0.0,0.04
Jam With the Band,DS,2008.0,Misc,Nintendo,0.0,0.0,0.51,0.51
Suikoden Tierkreis,DS,2008.0,Role-Playing,Konami Digital Entertainment,0.09,0.01,0.15,0.27
Chuugaku Eitango Target 1800 DS,DS,2006.0,Misc,IE Institute,0.0,0.0,0.07,0.07
Ultimate Game Room,DS,2009.0,Misc,Majesco Entertainment,0.03,0.0,0.0,0.04
Ben 10 Ultimate Alien: Cosmic Destruction,DS,2010.0,Platform,D3Publisher,0.22,0.08,0.0,0.32
Dragon Blade: Wrath of Fire,Wii,2007.0,Action,D3Publisher,0.17,0.0,0.0,0.19
Prism: Light the Way,DS,2007.0,Puzzle,Eidos Interactive,0.05,0.0,0.0,0.05
Fallout: New Vegas,X360,2010.0,Role-Playing,Bethesda Softworks,2.65,1.06,0.04,4.08
Winning Eleven: Pro Evolution Soccer 2007,PSP,2006.0,Sports,Konami Digital Entertainment,0.01,0.72,0.12,0.86
WWE Wrestlemania X8,GC,2002.0,Fighting,THQ,0.38,0.1,0.0,0.49
Siren,PS2,2003.0,Adventure,Sony Computer Entertainment,0.09,0.07,0.0,0.18
Skate it,Wii,2008.0,Sports,Electronic Arts,0.51,0.04,0.0,0.59
NCAA March Madness 2003,PS2,2002.0,Sports,Electronic Arts,0.32,0.25,0.0,0.66
Alone in the Dark,PS2,2008.0,Adventure,Atari,0.03,0.02,0.0,0.06
Frequency,PS2,2001.0,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.19
Pen 1 Grand Prix: Penguin no Mondai Special,DS,2009.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.16,0.16
NCAA GameBreaker 2004,PS2,2003.0,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.23
Mortal Kombat Trilogy,PS,1996.0,Fighting,GT Interactive,1.98,0.7,0.0,2.79
Nicktoons: Unite!,GC,2005.0,Adventure,THQ,0.27,0.07,0.0,0.35
MLB 07: The Show,PS3,2007.0,Sports,Sony Computer Entertainment,0.29,0.0,0.0,0.31
Petz Pony: Beauty Pageant,DS,2009.0,Simulation,Ubisoft,0.18,0.0,0.0,0.19
Speed Racer: The Videogame,DS,2008.0,Racing,Warner Bros. Interactive Entertainment,0.29,0.05,0.0,0.36
Contra: Shattered Soldier,PS2,2002.0,Shooter,Konami Digital Entertainment,0.28,0.22,0.0,0.58
Taiko no Tatsujin Wii: Minna de Party * 3-Yome!,Wii,2010.0,Misc,Namco Bandai Games,0.0,0.0,0.3,0.3
TRON: Evolution,PS3,2010.0,Action,Disney Interactive Studios,0.27,0.1,0.0,0.43
SoulCalibur III,PS2,2005.0,Fighting,Namco Bandai Games,0.74,0.15,0.13,1.07
Jawbreaker,2600,1981.0,Action,Tigervision,0.42,0.03,0.0,0.45
Power Rangers: Super Legends,DS,2007.0,Action,Disney Interactive Studios,0.08,0.03,0.0,0.11
Tales of Phantasia,PS,1998.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.54,0.58
S.Y.K: Shinsetsu Saiyuuki,PS2,2009.0,Adventure,Idea Factory,0.0,0.0,0.01,0.01
Daito Giken Koushiki Pachi-Slot Simulator: Shake II,PS2,2007.0,Misc,Paon,0.0,0.0,0.04,0.04
Scene It? Bright Lights! Big Screen!,X360,2009.0,Misc,Warner Bros. Interactive Entertainment,0.12,0.0,0.0,0.14
Bass Pro Shops: The Hunt,Wii,2010.0,Sports,XS Games,0.23,0.0,0.0,0.24
Batman: The Brave and the Bold the Videogame,Wii,2010.0,Action,Warner Bros. Interactive Entertainment,0.22,0.06,0.0,0.3
12Riven: The Psi-Climinal of Integral,PS2,2008.0,Adventure,CyberFront,0.0,0.0,0.04,0.04
SpongeBob SquarePants: Revenge of the Flying Dutchman,PS2,2002.0,Platform,THQ,0.53,0.41,0.0,1.08
Dragon Ball: Evolution,PSP,2009.0,Fighting,Namco Bandai Games,0.09,0.0,0.0,0.1
Remington Super Slam Hunting: Africa,Wii,2010.0,Sports,Mastiff,0.27,0.0,0.0,0.28
Harry Potter and the Prisoner of Azkaban,GC,2004.0,Action,Electronic Arts,0.29,0.08,0.0,0.38
Pastel Chime Continue,PSP,2010.0,Adventure,5pb,0.0,0.0,0.02,0.02
Your Shape featuring Jenny McCarthy,Wii,2009.0,Sports,Ubisoft,1.51,0.47,0.0,2.16
MotoGP 09/10,X360,2010.0,Racing,Capcom,0.07,0.09,0.0,0.17
The Misadventures of Tron Bonne,PS,1999.0,Adventure,Eidos Interactive,0.03,0.02,0.0,0.05
Tomb Raider,PC,1996.0,Action,Eidos Interactive,0.96,0.07,0.0,1.03
OkamiDen,DS,2010.0,Adventure,Capcom,0.25,0.07,0.13,0.48
Antz Extreme Racing,PS2,2002.0,Racing,Empire Interactive,0.02,0.02,0.0,0.04
NBA Street: Showdown,PSP,2005.0,Sports,Electronic Arts,0.2,0.0,0.0,0.23
Def Jam: Fight for NY,GC,2004.0,Fighting,Electronic Arts,0.17,0.05,0.0,0.22
PopStar Guitar,Wii,2008.0,Misc,Midway Games,0.03,0.03,0.0,0.06
The King of Fighters '95,PS,1996.0,Fighting,Sony Computer Entertainment,0.0,0.0,0.16,0.17
Victorious Boxers: Ippo's Road to Glory,PS2,2000.0,Fighting,Empire Interactive,0.05,0.04,0.38,0.47
Doom,PS,1994.0,Shooter,Infogrames,0.43,0.3,0.0,0.78
Karaoke Revolution Presents American Idol Encore,X360,2008.0,Misc,Konami Digital Entertainment,0.1,0.0,0.0,0.11
Shiren the Wanderer,Wii,2008.0,Role-Playing,Sega,0.08,0.0,0.11,0.2
Guitar Hero: Warriors of Rock,Wii,2010.0,Misc,Activision,0.48,0.44,0.0,1.01
Call of Duty: World at War,X360,2008.0,Shooter,Activision,4.79,1.9,0.0,7.37
Famicom Mini: Hikari Shinwa: Palutena no Kagami,GBA,2004.0,Platform,Nintendo,0.0,0.0,0.07,0.07
Theme Park,PS,1994.0,Simulation,Electronic Arts,0.24,0.16,0.13,0.57
Rock of the Dead,X360,2010.0,Shooter,Conspiracy Entertainment,0.04,0.0,0.0,0.05
Disney Channel: All Star Party,Wii,2010.0,Misc,Disney Interactive Studios,0.18,0.08,0.0,0.29
Spider-Man 2,GBA,2004.0,Action,Activision,0.76,0.28,0.0,1.06
Shark Tale,GBA,2004.0,Action,Activision,0.49,0.18,0.0,0.68
Shadowgate 64: Trials of the Four Towers,N64,1999.0,Adventure,Kemco,0.06,0.01,0.0,0.07
Poupee Girl DS 2: Elegant Mint / Sweet Pink Style,DS,2010.0,Misc,Alvion,0.0,0.0,0.02,0.02
MotoGP 3 - Official Game of MotoGP,PS2,2003.0,Racing,Namco Bandai Games,0.06,0.05,0.0,0.12
Battle Dodge Ball,SNES,1991.0,Sports,Banpresto,0.0,0.0,0.33,0.33
Ghostbusters: The Video Game,DS,2009.0,Action,Atari,0.26,0.12,0.0,0.41
Spider-Man: Friend or Foe,PC,2007.0,Action,Activision,0.01,0.0,0.0,0.01
Paperboy,N64,1999.0,Action,Midway Games,0.19,0.05,0.0,0.24
The Incredible Hulk,DS,2008.0,Action,Sega,0.22,0.0,0.0,0.24
Kamen Rider Battle: Ganbaride,DS,2010.0,Strategy,Namco Bandai Games,0.0,0.0,0.14,0.14
A-Train,PS,1995.0,Simulation,Sony Computer Entertainment,0.02,0.01,0.04,0.08
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,PS3,2010.0,Sports,Sega,0.09,0.2,0.0,0.35
Cocoto Magic Circus,Wii,2008.0,Shooter,Neko Entertainment,0.02,0.0,0.0,0.02
Thoroughbred Breeder,SNES,1993.0,Simulation,Hect,0.0,0.0,0.19,0.19
"My World, My Way (US sales)",DS,2008.0,Role-Playing,Global A Entertainment,0.04,0.0,0.0,0.04
Hakuouki: Zuisouroku,PS2,2009.0,Adventure,Idea Factory,0.0,0.0,0.04,0.04
Dragon Ball Z: Idainaru Dragon Ball Densetsu,PS,1996.0,Fighting,Namco Bandai Games,0.0,0.0,0.18,0.19
Overlord II,PS3,2009.0,Action,Codemasters,0.11,0.15,0.0,0.32
Vitamin Y,DS,2008.0,Adventure,D3Publisher,0.0,0.0,0.01,0.01
Mini Desktop Racing,Wii,2007.0,Racing,Popcorn Arcade,0.01,0.0,0.0,0.01
Impossible Creatures,PC,2002.0,Strategy,Microsoft Game Studios,0.0,0.01,0.0,0.01
East India Company,PC,2009.0,Strategy,Paradox Interactive,0.01,0.0,0.0,0.01
Fireball,2600,1981.0,Action,Starpath Corp.,0.3,0.02,0.0,0.33
Dream C Club,X360,2009.0,Simulation,D3Publisher,0.0,0.0,0.07,0.07
Tanjou S Debut,SAT,1996.0,Simulation,NEC Interchannel,0.0,0.0,0.06,0.06
Monster Guardians,GBA,2001.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.03,0.03
Petz Dogz Fashion,DS,2008.0,Simulation,Ubisoft,0.46,0.3,0.0,0.84
Momotarou Dentetsu 16,Wii,2007.0,Misc,Hudson Soft,0.0,0.0,0.1,0.1
Grand Theft Auto,PS,1997.0,Action,Take-Two Interactive,0.79,1.35,0.04,2.32
Band Hero,PS3,2009.0,Misc,Activision,0.41,0.24,0.0,0.75
SSX Tricky,GBA,2002.0,Sports,Electronic Arts,0.14,0.05,0.0,0.19
Paws & Claws: Pet Vet 2,DS,2007.0,Simulation,THQ,0.13,0.0,0.0,0.14
Madden NFL 06,GBA,2005.0,Sports,Electronic Arts,0.17,0.06,0.0,0.23
Archer Maclean Presents: Pool Paradise,GC,2004.0,Sports,Ignition Entertainment,0.02,0.01,0.0,0.03
Element Hunter,DS,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.01,0.01
Rock Band 2,Wii,2008.0,Misc,MTV Games,0.94,0.01,0.0,1.03
Harvest Moon: More Friends of Mineral Town,GBA,2003.0,Simulation,Ubisoft,0.14,0.05,0.0,0.2
Supreme Commander,X360,2008.0,Strategy,505 Games,0.07,0.01,0.0,0.09
Reactor,2600,1981.0,Action,Parker Bros.,0.21,0.01,0.0,0.22
"Warhammer 40,000: Squad Command",DS,2007.0,Strategy,THQ,0.05,0.01,0.0,0.07
Reel Fishing: Angler's Dream,Wii,2009.0,Sports,Zushi Games,0.26,0.01,0.0,0.3
Re-Volt,N64,1999.0,Racing,Acclaim Entertainment,0.14,0.04,0.0,0.18
Sentimental Graffiti 2,DC,2000.0,Adventure,NEC Interchannel,0.0,0.0,0.08,0.08
Sega Smash Pack,GBA,2002.0,Misc,Atari,0.23,0.08,0.0,0.32
Bugs Bunny & Taz: Time Busters,PS,2000.0,Adventure,Infogrames,0.11,0.08,0.0,0.21
SingStar Pop Vol.2,PS2,2008.0,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.19
Crackdown,X360,2007.0,Shooter,Microsoft Game Studios,1.0,0.54,0.03,1.75
Lilo & Stitch 2: Hämsterviel Havoc,GBA,2004.0,Action,Disney Interactive Studios,0.27,0.1,0.0,0.38
NCAA GameBreaker 2001,PS2,2000.0,Sports,Sony Computer Entertainment,0.07,0.06,0.0,0.15
Kiniro no Corda 3,PS2,2010.0,Adventure,Tecmo Koei,0.0,0.0,0.03,0.03
The Chronicles of Narnia: Prince Caspian,Wii,2008.0,Action,Disney Interactive Studios,0.31,0.02,0.0,0.36
Hellboy: The Science of Evil,PSP,2008.0,Action,Konami Digital Entertainment,0.04,0.0,0.0,0.04
Yakuman,GB,1989.0,Misc,Nintendo,0.0,0.0,1.28,1.28
Aquanaut's Holiday: Kakusareta Kiroku,PS3,2008.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.04,0.04
Bayonetta,X360,2009.0,Action,Sega,0.51,0.26,0.09,0.94
TRON: Evolution,DS,2010.0,Action,Disney Interactive Studios,0.12,0.04,0.0,0.18
NASCAR 07,PS2,2006.0,Racing,Electronic Arts,0.06,0.04,0.0,0.11
Bleach: Shattered Blade,Wii,2006.0,Fighting,Sega,0.22,0.01,0.08,0.33
Striker 96,PS,1995.0,Sports,Time Warner Interactive,0.04,0.03,0.0,0.08
Cabela's Deer Hunt 2005 Season,PS2,2004.0,Sports,Activision,0.18,0.14,0.0,0.37
NCAA Football 09,X360,2008.0,Sports,Electronic Arts,0.65,0.0,0.0,0.71
Fisherman's Bait 2: Big Ol' Bass,PS,1999.0,Sports,Konami Digital Entertainment,0.16,0.11,0.0,0.29
Pirates: The Legend of Black Kat,XB,2002.0,Adventure,Electronic Arts,0.05,0.01,0.0,0.06
Donkey Kong Country 3,GBA,2005.0,Platform,Nintendo,0.45,0.17,0.14,0.77
Hot Wheels: Beat That!,PS2,2007.0,Racing,Activision,0.2,0.15,0.0,0.4
Tony Hawk's American Wasteland,XB,2005.0,Sports,Activision,0.4,0.2,0.0,0.62
Grooverider: Slot Car Thunder,XB,2003.0,Racing,Encore,0.01,0.0,0.0,0.01
Primal Rage,PS,1994.0,Fighting,Time Warner Interactive,0.06,0.04,0.0,0.11
RalliSport Challenge,XB,2002.0,Racing,Microsoft Game Studios,0.39,0.16,0.0,0.57
Tom Clancy's Splinter Cell,GC,2003.0,Action,Ubisoft,0.18,0.05,0.0,0.23
The Da Vinci Code,PS2,2006.0,Action,Take-Two Interactive,0.07,0.05,0.0,0.14
Wordfish,DS,2008.0,Puzzle,Ubisoft,0.07,0.0,0.0,0.08
NFL Street 3,PSP,2006.0,Sports,Electronic Arts,0.24,0.0,0.0,0.27
Battle Stadium D.O.N,PS2,2006.0,Fighting,Namco Bandai Games,0.0,0.0,0.15,0.15
Densetsu no Stafi 2,GBA,2003.0,Platform,Nintendo,0.0,0.0,0.43,0.44
Thrillville: Off the Rails,Wii,2007.0,Strategy,LucasArts,0.39,0.02,0.0,0.45
Medal of Honor: Airborne,X360,2007.0,Shooter,Electronic Arts,0.45,0.53,0.01,1.1
Vanquish,PS3,2010.0,Shooter,Sega,0.21,0.22,0.11,0.62
Barbie: Groom and Glam Pups,Wii,2010.0,Action,THQ,0.19,0.02,0.0,0.22
Fire Emblem: The Sacred Stones,GBA,2004.0,Strategy,Nintendo,0.42,0.16,0.3,0.89
Peter Jackson's King Kong: The Official Game of the Movie,PSP,2005.0,Action,Ubisoft,0.16,0.01,0.0,0.19
Driving Emotion Type-S,PS2,2000.0,Racing,Electronic Arts,0.04,0.03,0.11,0.18
Champions: Return to Arms,PS2,2005.0,Role-Playing,Sony Online Entertainment,0.32,0.25,0.0,0.65
Zero no Tsukaima: Maigo no Period to Ikusen no Symphony,PS2,2008.0,Adventure,Marvelous Interactive,0.0,0.0,0.01,0.01
Puzzle & Action: Tant-R,GEN,1994.0,Misc,Sega,0.0,0.0,0.03,0.03
The Godfather (JP sales),X360,2006.0,Action,Electronic Arts,0.0,0.0,0.01,0.01
Harry Potter and the Chamber of Secrets,PS2,2002.0,Action,Electronic Arts,0.9,1.22,0.04,2.61
Dino Pets,DS,2009.0,Simulation,Avanquest,0.05,0.0,0.0,0.06
NBA ShootOut 2000,PS,1999.0,Sports,989 Studios,0.22,0.15,0.0,0.4
Attack of the Movies 3D,X360,2010.0,Shooter,Majesco Entertainment,0.04,0.0,0.0,0.04
Project Eden,PS2,2001.0,Action,Eidos Interactive,0.04,0.03,0.0,0.09
MX vs. ATV Untamed,PS3,2007.0,Racing,THQ,0.35,0.06,0.0,0.46
Bass Pro Shops: The Hunt,X360,2010.0,Sports,Griffin International,0.08,0.0,0.0,0.09
7 Wonders of the Ancient World,PSP,2007.0,Puzzle,Mumbo Jumbo,0.07,0.0,0.0,0.08
The Chronicles of Narnia: Prince Caspian,DS,2008.0,Action,Disney Interactive Studios,0.19,0.01,0.0,0.21
Birthday Party Bash,Wii,2009.0,Misc,Take-Two Interactive,0.3,0.0,0.0,0.32
Enthusia Professional Racing,PS2,2005.0,Racing,Konami Digital Entertainment,0.07,0.06,0.0,0.15
Ratatouille,PS2,2007.0,Action,THQ,0.31,0.0,0.0,0.85
The Price is Right 2010 Edition,Wii,2009.0,Misc,Ubisoft,0.22,0.0,0.0,0.24
The Incredibles,GBA,2004.0,Action,THQ,1.15,0.77,0.04,2.06
Guitar Hero: Van Halen,PS2,2009.0,Misc,Activision,0.05,0.04,0.0,0.1
NFL Tour,X360,2008.0,Sports,Electronic Arts,0.09,0.0,0.0,0.1
Imagine: Babyz Fashion,DS,2009.0,Simulation,Ubisoft,0.19,0.0,0.0,0.2
NickToons: Racing,GBA,2002.0,Racing,Infogrames,0.19,0.07,0.0,0.27
Paperboy / Rampage,GBA,2005.0,Misc,Zoo Digital Publishing,0.1,0.04,0.0,0.13
Naruto Shippuden: Legends: Akatsuki Rising,PSP,2009.0,Fighting,Namco Bandai Games,0.14,0.0,0.0,0.15
Viewtiful Joe,GC,2003.0,Action,Capcom,0.38,0.1,0.12,0.62
